sample_name	sample_type	cell_source	data_source	pmid	sra_id	encode_id	study_specific_donor_id	donor_sex	cell_type	condition_label	perturbation	lineage	immunophenotype	bio_sample	bio_group	tech_rep	assay	tss_score	peak_count	frip	dedup_aligned_reads	sample_for_ABC_peak_calls
Donor2_Stimulated_Neutrophil_R848_rep1	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909951	NA	Donor2	female	Neutrophil	Activated Neutrophil	Activated: R848 (resiquimod) 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor2_Stimulated_Neutrophil_R848	Activated_Neutrophil_R848	rep1	ATAC-Seq	2.5	330170	0.18	20847922	FALSE
Donor2_Stimulated_Neutrophil_R848_rep2	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909950	NA	Donor2	female	Neutrophil	Activated Neutrophil	Activated: R848 (resiquimod) 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor2_Stimulated_Neutrophil_R848	Activated_Neutrophil_R848	rep2	ATAC-Seq	2.6	206570	0.14	17419770	FALSE
Donor3_Stimulated_Neutrophil_R848_rep1	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909931	NA	Donor3	female	Neutrophil	Activated Neutrophil	Activated: R848 (resiquimod) 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor3_Stimulated_Neutrophil_R848	Activated_Neutrophil_R848	rep1	ATAC-Seq	8.9	440935	0.27	32536745	TRUE
Donor3_Stimulated_Neutrophil_R848_rep2	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909930	NA	Donor3	female	Neutrophil	Activated Neutrophil	Activated: R848 (resiquimod) 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor3_Stimulated_Neutrophil_R848	Activated_Neutrophil_R848	rep2	ATAC-Seq	7.7	432797	0.27	31109316	FALSE
Donor4_Stimulated_Neutrophil_R848_rep1	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909916	NA	Donor4	female	Neutrophil	Activated Neutrophil	Activated: R848 (resiquimod) 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor4_Stimulated_Neutrophil_R848	Activated_Neutrophil_R848	rep1	ATAC-Seq	6.7	303323	0.18	28109151	FALSE
Donor4_Stimulated_Neutrophil_R848_rep2	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909915	NA	Donor4	female	Neutrophil	Activated Neutrophil	Activated: R848 (resiquimod) 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor4_Stimulated_Neutrophil_R848	Activated_Neutrophil_R848	rep2	ATAC-Seq	4.2	366777	0.19	29655984	FALSE
Donor1_Stimulated_Neutrophil_SA-1000_rep1	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909978	NA	Donor1	female	Neutrophil	Activated Neutrophil	Activated: S. aureus 1,000 CFU 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor1_Stimulated_Neutrophil_SA-1000	Activated_Neutrophil_SA	rep1	ATAC-Seq	1.9	406966	0.16	34315833	FALSE
Donor1_Stimulated_Neutrophil_SA-1000_rep2	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909977	NA	Donor1	female	Neutrophil	Activated Neutrophil	Activated: S. aureus 1,000 CFU 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor1_Stimulated_Neutrophil_SA-1000	Activated_Neutrophil_SA	rep2	ATAC-Seq	1.7	246527	0.11	38308712	FALSE
Donor2_Stimulated_Neutrophil_SA-1000_rep1	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909947	NA	Donor2	female	Neutrophil	Activated Neutrophil	Activated: S. aureus 1,000 CFU 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor2_Stimulated_Neutrophil_SA-1000	Activated_Neutrophil_SA	rep1	ATAC-Seq	2.7	388231	0.19	30775260	FALSE
Donor2_Stimulated_Neutrophil_SA-1000_rep2	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909946	NA	Donor2	female	Neutrophil	Activated Neutrophil	Activated: S. aureus 1,000 CFU 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor2_Stimulated_Neutrophil_SA-1000	Activated_Neutrophil_SA	rep2	ATAC-Seq	5.4	299426	0.19	27094863	TRUE
Donor1_Stimulated_Neutrophil_SA-100000_rep1	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909975	NA	Donor1	female	Neutrophil	Activated Neutrophil	Activated: S. aureus 100,000 CFU 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor1_Stimulated_Neutrophil_SA-100000	Activated_Neutrophil_SA	rep1	ATAC-Seq	2.9	184515	0.08	37846095	FALSE
Donor1_Stimulated_Neutrophil_SA-100000_rep2	MACS isolated primary cell	Peripheral blood mononuclear cells	Ram-Mohan_2021_Life_Science_Alliance	34145026	SRR11909974	NA	Donor1	female	Neutrophil	Activated Neutrophil	Activated: S. aureus 100,000 CFU 1hr	Neutrophil Myeloid	CD66b+CD16+	Donor1_Stimulated_Neutrophil_SA-100000	Activated_Neutrophil_SA	rep2	ATAC-Seq	3.3	309315	0.12	34940817	FALSE
Donor1_Mast_cell	CD34+ HSPC in vitro differentiation	CD34+ HSPCs	Cildir_2019_Immunity	31653482	SRR8506759	NA	Donor1	male	Mast cell	Mast cell	Unperturbed	Mast cell Myeloid	CD117+FcεRI+	Donor1_Mast_cell	Mast_cell	rep1	ATAC-Seq	7.2	551408	0.31	74644381	FALSE
Donor1_Stimulated_Mast_cell_2h-anti-IgE	CD34+ HSPC in vitro differentiation	CD34+ HSPCs	Cildir_2019_Immunity	31653482	SRR8506760	NA	Donor1	male	Mast cell	Activated Mast cell	Activated: IgE + 2hr anti-IgE	Mast cell Myeloid	CD117+FcεRI+	Donor1_Stimulated_Mast_cell_2h-anti-IgE	Activated_Mast_cell_anti-IgE	rep1	ATAC-Seq	12.2	233800	0.18	106728444	FALSE
Donor1_Stimulated_Mast_cell_24h-anti-IgE	CD34+ HSPC in vitro differentiation	CD34+ HSPCs	Cildir_2019_Immunity	31653482	SRR8506761	NA	Donor1	male	Mast cell	Activated Mast cell	Activated: IgE + 24hr anti-IgE	Mast cell Myeloid	CD117+FcεRI+	Donor1_Stimulated_Mast_cell_24h-anti-IgE	Activated_Mast_cell_anti-IgE	rep1	ATAC-Seq	15.6	304192	0.26	69878188	FALSE
Donor2_Mast_cell	CD34+ HSPC in vitro differentiation	CD34+ HSPCs	Cildir_2019_Immunity	31653482	SRR8506763	NA	Donor2	male	Mast cell	Mast cell	Unperturbed	Mast cell Myeloid	CD117+FcεRI+	Donor2_Mast_cell	Mast_cell	rep1	ATAC-Seq	6.7	529667	0.3	92983236	FALSE
Donor2_Stimulated_Mast_cell_2h-anti-IgE	CD34+ HSPC in vitro differentiation	CD34+ HSPCs	Cildir_2019_Immunity	31653482	SRR8506764	NA	Donor2	male	Mast cell	Activated Mast cell	Activated: IgE + 2hr anti-IgE	Mast cell Myeloid	CD117+FcεRI+	Donor2_Stimulated_Mast_cell_2h-anti-IgE	Activated_Mast_cell_anti-IgE	rep1	ATAC-Seq	12	179021	0.16	88009190	FALSE
Donor2_Stimulated_Mast_cell_24h-anti-IgE	CD34+ HSPC in vitro differentiation	CD34+ HSPCs	Cildir_2019_Immunity	31653482	SRR8506765	NA	Donor2	male	Mast cell	Activated Mast cell	Activated: IgE + 24hr anti-IgE	Mast cell Myeloid	CD117+FcεRI+	Donor2_Stimulated_Mast_cell_24h-anti-IgE	Activated_Mast_cell_anti-IgE	rep1	ATAC-Seq	16.4	331960	0.28	73474998	TRUE
Donor3_Mast_cell	CD34+ HSPC in vitro differentiation	CD34+ HSPCs	Cildir_2019_Immunity	31653482	SRR8506767	NA	Donor3	male	Mast cell	Mast cell	Unperturbed	Mast cell Myeloid	CD117+FcεRI+	Donor3_Mast_cell	Mast_cell	rep1	ATAC-Seq	15.3	359907	0.26	85464961	TRUE
Donor3_Stimulated_Mast_cell_2h-IL33	CD34+ HSPC in vitro differentiation	CD34+ HSPCs	Cildir_2019_Immunity	31653482	SRR8506768	NA	Donor3	male	Mast cell	Activated Mast cell	Activated: 2hr IL-33	Mast cell Myeloid	CD117+FcεRI+	Donor3_Stimulated_Mast_cell_2h-IL33	Activated_Mast_cell_IL33	rep1	ATAC-Seq	12.7	337434	0.26	70510141	FALSE
Donor3_Stimulated_Mast_cell_2h-anti-IgE	CD34+ HSPC in vitro differentiation	CD34+ HSPCs	Cildir_2019_Immunity	31653482	SRR8506769	NA	Donor3	male	Mast cell	Activated Mast cell	Activated: IgE + 2hr anti-IgE	Mast cell Myeloid	CD117+FcεRI+	Donor3_Stimulated_Mast_cell_2h-anti-IgE	Activated_Mast_cell_anti-IgE	rep1	ATAC-Seq	12.9	267574	0.21	101227666	FALSE
Donor4_Mast_cell	CD34+ HSPC in vitro differentiation	CD34+ HSPCs	Cildir_2019_Immunity	31653482	SRR8506770	NA	Donor4	male	Mast cell	Mast cell	Unperturbed	Mast cell Myeloid	CD117+FcεRI+	Donor4_Mast_cell	Mast_cell	rep1	ATAC-Seq	14.9	300601	0.23	89012121	FALSE
Donor4_Stimulated_Mast_cell_2h-IL33	CD34+ HSPC in vitro differentiation	CD34+ HSPCs	Cildir_2019_Immunity	31653482	SRR8506771	NA	Donor4	male	Mast cell	Activated Mast cell	Activated: 2hr IL-33	Mast cell Myeloid	CD117+FcεRI+	Donor4_Stimulated_Mast_cell_2h-IL33	Activated_Mast_cell_IL33	rep1	ATAC-Seq	12.8	321067	0.26	68907261	TRUE
Donor4_Stimulated_Mast_cell_2h-anti-IgE	CD34+ HSPC in vitro differentiation	CD34+ HSPCs	Cildir_2019_Immunity	31653482	SRR8506772	NA	Donor4	male	Mast cell	Activated Mast cell	Activated: IgE + 2hr anti-IgE	Mast cell Myeloid	CD117+FcεRI+	Donor4_Stimulated_Mast_cell_2h-anti-IgE	Activated_Mast_cell_anti-IgE	rep1	ATAC-Seq	8.6	445700	0.33	48489967	FALSE
Donor5_Tonsillar_Mast_cell	FACS isolated primary cell	Tonsil	Cildir_2019_Immunity	31653482	SRR8506773	NA	Donor5	male	Mast cell	Mast cell	Unperturbed	Mast cell Myeloid	CD117+FcεRI+	Donor5_Tonsillar_Mast_cell	Tonsillar_Mast_cell	rep1	ATAC-Seq	11.2	359787	0.22	73043107	FALSE
Donor6_Tonsillar_Mast_cell	FACS isolated primary cell	Tonsil	Cildir_2019_Immunity	31653482	SRR8506774	NA	Donor6	male	Mast cell	Mast cell	Unperturbed	Mast cell Myeloid	CD117+FcεRI+	Donor6_Tonsillar_Mast_cell	Tonsillar_Mast_cell	rep1	ATAC-Seq	11.9	320936	0.22	78503684	TRUE
Donor1128_Basophil	MACS isolated primary cell	Peripheral blood mononuclear cells	Peng_2020_J_Allergy_Clinical_Immunology	31629804	SRR10247657	NA	Donor1128	male	Basophil	Basophil	Unperturbed	Basophil Myeloid	CD123+IgE+	Donor1128_Basophil	Basophil	rep1	ATAC-Seq	4.1	196624	NA	60820405	FALSE
Donor0519_Basophil	MACS isolated primary cell	Peripheral blood mononuclear cells	Peng_2020_J_Allergy_Clinical_Immunology	31629804	SRR10247658	NA	Donor0519	male	Basophil	Basophil	Unperturbed	Basophil Myeloid	CD123+IgE+	Donor0519_Basophil	Basophil	rep1	ATAC-Seq	5.1	382211	NA	78223551	FALSE
Donor0707_Basophil	MACS isolated primary cell	Peripheral blood mononuclear cells	Peng_2020_J_Allergy_Clinical_Immunology	31629804	SRR10302334	NA	Donor0707	male	Basophil	Basophil	Unperturbed	Basophil Myeloid	CD123+IgE+	Donor0707_Basophil	Basophil	rep1	ATAC-Seq	5.3	381827	NA	56338970	TRUE
Donor1_Activated_MD-Macrophage_22h_LPS	Monocyte-derived macrophages in vitro differentiation	Peripheral blood mononuclear cells	Zhang_2022_Genome_Biology	35751107	SRR14240803	NA	Donor1	male	Macrophage	Activated Monocyte-derived macrophage	Activated: Lipopolysaccharide 22hr	Macrophage Myeloid	NA	Donor1_Activated_MD-Macrophage_22h_LPS	Activated_MD-Macrophage_LPS	rep1	ATAC-Seq	13.7	230841	0.23	43519873	FALSE
Donor1_Activated_MD-Macrophage_6h_LPS	Monocyte-derived macrophages in vitro differentiation	Peripheral blood mononuclear cells	Zhang_2022_Genome_Biology	35751107	SRR14240804	NA	Donor1	male	Macrophage	Activated Monocyte-derived macrophage	Activated: Lipopolysaccharide 6hr	Macrophage Myeloid	NA	Donor1_Activated_MD-Macrophage_6h_LPS	Activated_MD-Macrophage_LPS	rep1	ATAC-Seq	14.3	216032	0.26	42121910	FALSE
Donor1_MD-Macrophage	Monocyte-derived macrophages in vitro differentiation	Peripheral blood mononuclear cells	Zhang_2022_Genome_Biology	35751107	SRR14240805	NA	Donor1	male	Macrophage	Monocyte-derived macrophage	Unperturbed	Macrophage Myeloid	NA	Donor1_MD-Macrophage	MD-Macrophage	rep1	ATAC-Seq	14	267809	0.27	42941274	FALSE
Donor2_Activated_MD-Macrophage_22h_LPS	Monocyte-derived macrophages in vitro differentiation	Peripheral blood mononuclear cells	Zhang_2022_Genome_Biology	35751107	SRR14240806	NA	Donor2	male	Macrophage	Activated Monocyte-derived macrophage	Activated: Lipopolysaccharide 22hr	Macrophage Myeloid	NA	Donor2_Activated_MD-Macrophage_22h_LPS	Activated_MD-Macrophage_LPS	rep1	ATAC-Seq	5.7	276890	0.18	19732685	FALSE
Donor2_Activated_MD-Macrophage_6h_LPS	Monocyte-derived macrophages in vitro differentiation	Peripheral blood mononuclear cells	Zhang_2022_Genome_Biology	35751107	SRR14240807	NA	Donor2	male	Macrophage	Activated Monocyte-derived macrophage	Activated: Lipopolysaccharide 6hr	Macrophage Myeloid	NA	Donor2_Activated_MD-Macrophage_6h_LPS	Activated_MD-Macrophage_LPS	rep1	ATAC-Seq	14.4	225558	0.26	39776093	FALSE
Donor2_MD-Macrophage	Monocyte-derived macrophages in vitro differentiation	Peripheral blood mononuclear cells	Zhang_2022_Genome_Biology	35751107	SRR14240808	NA	Donor2	male	Macrophage	Monocyte-derived macrophage	Unperturbed	Macrophage Myeloid	NA	Donor2_MD-Macrophage	MD-Macrophage	rep1	ATAC-Seq	7.8	301048	0.19	38295087	FALSE
Donor3_Activated_MD-Macrophage_22h_LPS	Monocyte-derived macrophages in vitro differentiation	Peripheral blood mononuclear cells	Zhang_2022_Genome_Biology	35751107	SRR14240809	NA	Donor3	male	Macrophage	Activated Monocyte-derived macrophage	Activated: Lipopolysaccharide 22hr	Macrophage Myeloid	NA	Donor3_Activated_MD-Macrophage_22h_LPS	Activated_MD-Macrophage_LPS	rep1	ATAC-Seq	14.1	209820	0.24	42785673	FALSE
Donor3_Activated_MD-Macrophage_6h_LPS	Monocyte-derived macrophages in vitro differentiation	Peripheral blood mononuclear cells	Zhang_2022_Genome_Biology	35751107	SRR14240810	NA	Donor3	male	Macrophage	Activated Monocyte-derived macrophage	Activated: Lipopolysaccharide 6hr	Macrophage Myeloid	NA	Donor3_Activated_MD-Macrophage_6h_LPS	Activated_MD-Macrophage_LPS	rep1	ATAC-Seq	14.3	232521	0.27	43734520	FALSE
Donor3_MD-Macrophage	Monocyte-derived macrophages in vitro differentiation	Peripheral blood mononuclear cells	Zhang_2022_Genome_Biology	35751107	SRR14240811	NA	Donor3	male	Macrophage	Monocyte-derived macrophage	Unperturbed	Macrophage Myeloid	NA	Donor3_MD-Macrophage	MD-Macrophage	rep1	ATAC-Seq	13.8	279695	0.25	55856395	FALSE
Donor4_Activated_MD-Macrophage_22h_LPS	Monocyte-derived macrophages in vitro differentiation	Peripheral blood mononuclear cells	Zhang_2022_Genome_Biology	35751107	SRR14240812	NA	Donor4	male	Macrophage	Activated Monocyte-derived macrophage	Activated: Lipopolysaccharide 22hr	Macrophage Myeloid	NA	Donor4_Activated_MD-Macrophage_22h_LPS	Activated_MD-Macrophage_LPS	rep1	ATAC-Seq	15	163907	0.26	39300828	FALSE
Donor4_Activated_MD-Macrophage_6h_LPS	Monocyte-derived macrophages in vitro differentiation	Peripheral blood mononuclear cells	Zhang_2022_Genome_Biology	35751107	SRR14240813	NA	Donor4	male	Macrophage	Activated Monocyte-derived macrophage	Activated: Lipopolysaccharide 6hr	Macrophage Myeloid	NA	Donor4_Activated_MD-Macrophage_6h_LPS	Activated_MD-Macrophage_LPS	rep1	ATAC-Seq	16.1	161668	0.27	37583097	FALSE
Donor4_MD-Macrophage	Monocyte-derived macrophages in vitro differentiation	Peripheral blood mononuclear cells	Zhang_2022_Genome_Biology	35751107	SRR14240814	NA	Donor4	male	Macrophage	Monocyte-derived macrophage	Unperturbed	Macrophage Myeloid	NA	Donor4_MD-Macrophage	MD-Macrophage	rep1	ATAC-Seq	18.9	160935	0.35	38559953	TRUE
Donor5_Activated_MD-Macrophage_22h_LPS	Monocyte-derived macrophages in vitro differentiation	Peripheral blood mononuclear cells	Zhang_2022_Genome_Biology	35751107	SRR14240815	NA	Donor5	male	Macrophage	Activated Monocyte-derived macrophage	Activated: Lipopolysaccharide 22hr	Macrophage Myeloid	NA	Donor5_Activated_MD-Macrophage_22h_LPS	Activated_MD-Macrophage_LPS	rep1	ATAC-Seq	11.4	224407	0.21	36885803	FALSE
Donor5_Activated_MD-Macrophage_6h_LPS	Monocyte-derived macrophages in vitro differentiation	Peripheral blood mononuclear cells	Zhang_2022_Genome_Biology	35751107	SRR14240816	NA	Donor5	male	Macrophage	Activated Monocyte-derived macrophage	Activated: Lipopolysaccharide 6hr	Macrophage Myeloid	NA	Donor5_Activated_MD-Macrophage_6h_LPS	Activated_MD-Macrophage_LPS	rep1	ATAC-Seq	18.6	167687	0.37	37150215	TRUE
Donor5_MD-Macrophage	Monocyte-derived macrophages in vitro differentiation	Peripheral blood mononuclear cells	Zhang_2022_Genome_Biology	35751107	SRR14240817	NA	Donor5	male	Macrophage	Monocyte-derived macrophage	Unperturbed	Macrophage Myeloid	NA	Donor5_MD-Macrophage	MD-Macrophage	rep1	ATAC-Seq	13.4	185760	0.23	37185628	FALSE
Donor6_Activated_MD-Macrophage_22h_LPS	Monocyte-derived macrophages in vitro differentiation	Peripheral blood mononuclear cells	Zhang_2022_Genome_Biology	35751107	SRR14240818	NA	Donor6	male	Macrophage	Activated Monocyte-derived macrophage	Activated: Lipopolysaccharide 22hr	Macrophage Myeloid	NA	Donor6_Activated_MD-Macrophage_22h_LPS	Activated_MD-Macrophage_LPS	rep1	ATAC-Seq	15.3	176792	0.25	40585517	FALSE
Donor6_Activated_MD-Macrophage_6h_LPS	Monocyte-derived macrophages in vitro differentiation	Peripheral blood mononuclear cells	Zhang_2022_Genome_Biology	35751107	SRR14240819	NA	Donor6	male	Macrophage	Activated Monocyte-derived macrophage	Activated: Lipopolysaccharide 6hr	Macrophage Myeloid	NA	Donor6_Activated_MD-Macrophage_6h_LPS	Activated_MD-Macrophage_LPS	rep1	ATAC-Seq	18.1	186424	0.32	33597325	FALSE
Donor6_MD-Macrophage	Monocyte-derived macrophages in vitro differentiation	Peripheral blood mononuclear cells	Zhang_2022_Genome_Biology	35751107	SRR14240820	NA	Donor6	male	Macrophage	Monocyte-derived macrophage	Unperturbed	Macrophage Myeloid	NA	Donor6_MD-Macrophage	MD-Macrophage	rep1	ATAC-Seq	15.2	200280	0.24	60991542	FALSE
